970,1.10318899155
900,1.45765209198
1399,1.65283799171
2292,1.07260084152
2484,1.14628791809
3598,1.47160506248
4313,1.33640599251
6601,1.41229391098
6292,1.27986884117
6239,1.57056879997
8024,0.92787194252
7719,1.29465794563
9744,0.74515080452
11613,1.46887302399
14969,1.32733798027
13759,1.48741006851
14685,1.73272109032
15322,1.32098007202
8682,1.21365213394
19531,1.14612579346
9037,0.965054988861
11316,1.27107286453
16942,1.03843402863
1196,1.07252311707
11992,0.95122218132
16808,1.02891516685
20963,1.26159310341
19591,1.35107088089
6298,1.18411803246
8510,0.916902065277
6448,1.23108196259
10310,1.13306808472
25582,1.08411407471
12048,0.920876026154
8072,1.398198843
13578,1.03215694427
17240,1.42882704735
21421,0.834849119186
19059,1.5229818821
23019,1.13789606094
22478,1.03692889214
26932,0.870720148087
21606,1.26544904709
28479,1.00621509552
32338,1.02910614014
37297,1.49588418007
31146,1.26165294647
30473,1.07696890831
39525,1.29401993752
17689,1.41128206253
36677,1.2126750946
43933,0.993885040283
22401,1.46052384377
48487,1.39216303825
30369,1.19529604912
20030,1.36502885818
26752,0.909187793732
20184,1.31711006165
29301,0.986325025558
34136,1.42841005325
40187,0.783460855484
37870,1.39627504349
11161,0.89838385582
42263,1.08013987541
48518,0.760768175125
41753,1.14048480988
49984,1.03200888634
20920,1.15034198761
33609,0.957849025726
23296,1.02312898636
51466,1.10945081711
70075,1.48536610603
39309,1.02063512802
28761,1.09271502495
35137,1.42014217377
41568,1.49882793427
42521,1.14408302307
50558,1.029941082
37410,1.46068191528
48896,1.37172818184
44743,1.21412491798
59685,1.04910802841
57851,1.61746788025
25070,0.77925992012
67718,1.18295884132
73306,1.73182487488
23210,1.45332288742
30802,0.843644857407
18611,1.01462197304
33995,1.63465309143
44765,1.54675483704
53192,1.02064085007
37209,0.873805999756
55582,1.41362810135
45851,1.49340605736
43385,1.05900406837
46329,0.948021888733
66748,1.65198612213
75752,1.11405491829
64480,1.13546490669
